ID,caption,situation
7130,"A photo of a Japanese woman wearing a black, short-sleeved top with a sweetheart neckline and a long, layered beige tulle skirt. She is completing the look with dark-colored shoes, creating a romantic and ethereal fashion style.",outfit for a romantic first date at a cherry blossom viewing at Kiyomizu-dera in Kyoto
7131,"A photo of a Japanese woman wearing a long-sleeved black top layered with a textured gray vest, wide-leg black trousers, and black loafers. She is accessorizing with a silver crescent-shaped bag and delicate silver jewelry, embodying a modern and minimalist aesthetic.",outfit for a Monday morning board meeting at a glass-walled office in Roppongi Hills
7132,"A photo of a Japanese woman wearing a black puffer jacket over a long, flowing white skirt and chunky white sneakers. She carries a small black crossbody bag and accessorizes with silver earrings, creating a high-contrast and relaxed street style look. The outfit combines sporty and feminine elements for a modern aesthetic.",outfit for walking through a snowy winter in the streets of Osaka taking a warm coffee break at a retro cafe heading to a local art exhibition
7133,"A photo of a Japanese woman wearing a layered outfit consisting of a white long-sleeve top over a black slip dress and black wide-leg pants. She completes the look with silver shoes, creating a casual and chic street style aesthetic.",outfit for a late afternoon coffee break at a trendy cafe in shimokitazawa wearing a casual yet chic layered ensemble
7134,"A photo of a Japanese woman wearing a brown knit cardigan over a cream-colored tiered maxi dress with lace detailing. She is carrying a black shoulder bag and wearing black platform boots, completing a soft, feminine yet edgy style.",outfit for a casual autumn day strolling through Kyoto Arashiyama bamboo grove and sipping matcha at a tea house
7135,"A photo of a Japanese woman wearing a beige, long-sleeved, sheer cardigan over a white slip dress and paired with wide-leg, dark grey pleated trousers. She is accessorizing with a light beige handbag and neutral-toned heeled sandals, creating a soft and elegant, minimalist style.",outfit for a casual lunch meeting with clients at a quiet tea shop in Shinjuku
7136,"A photo of a Japanese woman wearing a light gray peplum blouse with long sleeves, paired with wide-leg gray trousers and black loafers. She accessorizes with a black knit vest and a black tote bag, completing a chic and casual everyday look.",outfit for a lunch meeting with colleagues at a cafe in daikanyama
7137,"A photo of a Japanese woman wearing a light gray knitted vest over a white t-shirt, paired with wide-leg black trousers and black loafers. She is also carrying a black tote bag and accessorizes with delicate gold jewelry, creating a minimalist and casual chic style.",outfit for a midweek workday at a Tokyo design studio after lunch
7138,"A photo of a Japanese woman wearing a brown textured polo shirt with long sleeves and wide-leg, cream-colored trousers. She accessorizes with round glasses and simple jewelry, completing a relaxed and sophisticated casual style. Her footwear consists of off-white sneakers with a subtle blue accent.",outfit for a sunny spring afternoon strolling through Arashiyama bamboo grove while sipping matcha
7139,"A photo of a Japanese woman wearing a striped blue and white oversized shirt layered over a textured gray vest, paired with black shorts and white socks. She is also wearing black platform Mary Jane shoes and carrying a small black shoulder bag. The outfit features a playful, slightly eclectic style combining classic pieces with unique textures and proportions.",outfit for a sunny summer day at a music festival in Yoyogi Park Shibuya
7140,"A photo of a Japanese woman wearing a striped, cropped shirt with wide-leg black cargo pants and platform sandals. She is accessorizing with a silver metallic drawstring bag and a black belt. The outfit has a modern, edgy street style with a mix of casual and bold elements.",outfit for a weekend stroll through the neon streets of Shibuya after a late karaoke session
7141,"A photo of a Japanese woman wearing a black short-sleeve top and a long, floral-patterned maxi skirt. She is accessorizing with black slide sandals and carrying a warm brown tote bag. The outfit presents a casual and feminine style with a touch of elegance.",outfit for strolling through Ueno Park during a late March cherry blossom picnic sipping green tea while enjoying the spring breeze
7142,"A photo of a Japanese woman wearing a black oversized blazer, a white crop top, and a pleated mini skirt. She accessorizes with black knee-high socks, black loafers, and a black shoulder bag while holding a book. The outfit has a preppy and slightly edgy aesthetic with a focus on dark colors and classic silhouettes.",outfit for a late afternoon study session in a campus library in Kyoto
7143,"A photo of a Japanese woman wearing a white oversized graphic tee with blue illustrations, a layered white ruffled skirt, white socks, and black clog-style Nike shoes. She also carries a black shoulder bag, completing a casual and trendy street style look.",outfit for strolling through Shibuya's bustling shopping streets after a ramen lunch on a sunny afternoon
7144,"A photo of a Japanese woman wearing a coordinated gray suit set with a blazer and shorts over a black top. She accessorizes with a black leather shoulder bag and black lace-up combat boots. The overall style is chic and edgy, combining tailored pieces with a streetwear-inspired footwear choice.",outfit for a casual office day at a creative agency in Shibuya during a cool October morning
7145,"A photo of a Japanese woman wearing a cream-colored, textured coat over black leggings and paired with tall, beige suede boots. She carries a teal crossbody bag with a chain strap, completing a chic and cozy winter look with a modern, sophisticated style.",outfit for walking to the Shibuya station on a crisp December morning
7146,"A photo of a Japanese woman wearing a light grey t-shirt and a flowing black maxi skirt. She has a beige crossbody bag and white sneakers, creating a casual and chic street style look. The outfit features comfortable and minimalist designs with a focus on relaxed silhouettes.",outfit for a breezy afternoon walking through the flower market in Kanazawa during early summer
7147,"A photo of a Japanese woman wearing a black knit beanie, a white t-shirt, an oversized denim jacket, black flared trousers, and silver sneakers. The outfit features a casual and trendy street style with a mix of comfortable and fashionable elements. She also carries a silver metallic bag across her body, completing the look with a touch of shine.",outfit for a sunny autumn stroll in Harajuku on a Saturday
